,date,headlines,ticker,company
441,2023-08-14,Can Fin Homes rises as sources say  there's no revision to fraud amount after scrutiny and investigation in the matter is closed,Can Fin Homes Limited,EQ
443,2023-08-15,"Ashok Leyland board approves acquisition of OHM India, to invest Rs 300 crore as equity",Ashok Leyland Limited,EQ
447,2023-08-15,"#India to launch #VishwakarmaScheme with outlay of Rs 15,000 crore, says PM Modi",Modi Rubber Limited,BE
448,2023-08-15,"Dollar firm, yuan hits 9-month low after surprise China rate cut",Dollar Industries Limited,EQ
450,2023-08-15,"#JustIn | Mahindra Group to launch the Oja Tractor platform, its first lightweight tractor, in Cape Town",Mahindra & Mahindra Limited,EQ
452,2023-08-15,Infosys bags order of more than $1.6 Billion from liberty global to scale digital platforms,Infosys Limited,EQ
456,2023-08-15,Mahindra showcases a new pick up vehicle aimed at exports to global markets,Mahindra & Mahindra Limited,EQ
459,2023-08-15,"VIP INDUSTRIES 

Anindya Dutta resigns as MD with immediate effect due to personal reasons 

Anindya had joined in 2021 from Lotte (Havmor Ice creams) 

Before this, Sudip Ghose had resigned in 2021 after being at the top for just 3 years. 

Wonder what it is that has these guys “packing their bags” so often. 

VIP has appointed Neetu Kashiramka (Ex Jyothy Labs) as the MD Designate. 
She’s the CFO currently, was only recently appointed. 

Such management churn in family owned companies is usually not viewed favorably by investors & shareholders. 

This explains the underperformance of the stock vs peers like Safari and other travel related stocks in the recent past.

@VIPBagsIndia #FMCGisLife #VIP",Ice Make Refrigeration Limited,BE
460,2023-08-16,"#JustIN | Tejas Networks receives purchase order of Rs 7,492 cr from TCS to supply radio access network equipment to BSNL",TCS,Tata Consultancy Services Limited
461,2023-08-16,"Allcargo July Biz Update
🚩LCL volumes down 4% YoY & up 5% MoM
🚩Witnessing increased competition for incremental volumes
🚩FCL volumes down 5% YoY & up 6% MoM",Allcargo Logistics Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
462,2023-08-16,"Adani Ports promoter bought 2.03% stake from open market from June 2-August 11, 2023",Adani Ports and Special Economic Zone Limited,EQ
463,2023-08-16,"NMDC cuts lump ore & fines prices by Rs 300/tonne each

🔴Cuts lump ore price by Rs 300 to Rs 4,650/tonne

🔴Cuts fines price by Rs 300 to Rs 3,910/tonne",NMDC,NMDC Limited
464,2023-08-16,Religare Enterprises Block Deal: Shares jump 10% on reports of Burman Family increasing stake,Religare Enterprises Limited,EQ
465,2023-08-16,Uno Minda commissions two new plants for the manufacturing of EV components and systems,Minda Corporation Limited,EQ
466,2023-08-16,"Coal India's April-July capex is up 8.5% YoY to Rs 4,700 cr, which is nearly 100% of the April-July target of Rs 4,754 cr & 28.3% of the FY24 target of Rs 16,600 cr",Coal India Limited,EQ
468,2023-08-16,"Orient Green Power refinances existing term loan & working capital facilities of Rs 703.6 cr, received an additional term loan facility of Rs 4.9 cr at 9.40% from IREDA",Orient Green Power Company Limited,EQ
470,2023-08-16,"#MarketAtClose | Hind Copper slides over 6% after reporting a weak set of earnings for Q1

IndiGo ends nearly 4% lower as Gangwal Family likely to have sold 4% stake

Indus Tower takes a sharp knock as Voda Idea’s losses expand in Q1, down 6%

Crompton, Coforge, Voda Idea, RBL Bank, sail are top Midcap losers",RBL,Rane Brake Lining Limited
471,2023-08-16,"#MarketAtClose | #Infosys rises 2% on over $1.5 bn liberty contract, lifts #Nifty by 21 points

Apollo Hosp is top Nifty gainer as brokerages remain positive post Q1, stock up 2.5%

Auto names like Tata Motors, JBM Auto rise on govt’s ₹57,600 cr e-Bus Scheme

Metal stocks remain under pressure on rising Dollar Index, Tata Steel top loser",Apollo Micro Systems Limited,EQ
474,2023-08-16,"Patanjali Foods looking at sourcing 70% palm oil from own plantation in 6-7 years, says CEO",Foods & Inns Limited,EQ
476,2023-08-16,Tejas Networks secures contract to provide 4G-5G network equipment to BSNL,Tejas Networks Limited,EQ
477,2023-08-16,Arvind Fashion sets sights on #USPolo with significant #Q2 investment plans,Arvind Limited,EQ
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Adani Power Limited,BE
478,2023-08-16,"Newsbreak Confirmed, GQG was a buyer in Adani Power Block Deal

Promoters sell 31.1 cr shares at average ₹279.17/sh & GQG Funds buy 15.2 cr shares at ₹279.15/sh",Power Finance Corporation Limited,EQ
481,2023-08-16,Burger King India ditches #tomatoes amid soaring #prices,Bank of India,EQ
487,2023-08-17,IndusInd Bank launches multi-branded Credit Card in partnership with Qatar Airways and British Airways,IndusInd Bank Limited,EQ
488,2023-08-17,#Bata and @adidas in talks for strategic collaboration for the Indian market,Indian Energy Exchange Limited,EQ
489,2023-08-17,"RCF gets environmental clearance for new Nano Urea fertiliser plant at Chembur, Mumbai",RCF,Rashtriya Chemicals and Fertilizers Limited
491,2023-08-17,Dilip Buildcon JV gets LoA for a new project worth ₹699 cr from MP govt,Dilip Buildcon Limited,EQ
492,2023-08-17,"#NSE to rejig stocks in 35 indices — ACC, FSN E-Commerce to be dropped from #Nifty Next 50",Next Mediaworks Limited,EQ
495,2023-08-18,Confidence Petro commissions 13 new auto LPG dispensing stations (ALDS),Confidence Petroleum India Limited,EQ
496,2023-08-18,New Listing | Concord Biotech lists at Rs 900.05/sh a premium of 21% vs the issue price of Rs 741/sh,New Delhi Television Limited,BE
497,2023-08-18,"Pune excise commissioner imposes Rs 14.31 Lakh penalty w.r.t Mahindra Veh Manufacturers

M&M says, hopeful of a favourable outcome at the appellate level, the Pune excise order won’t have any material financial impact on the company",M&M,Mahindra & Mahindra Limited
499,2023-08-18,Jubilant Ingrevia board approves fundraise of up to Rs 600 cr via issuance of commercial paper,Jubilant Foodworks Limited,EQ
500,2023-08-18,"Unichem Lab open offer opens on August 28 & closes on September 8

Alet: Ipca to acquire up to 26% of Unichem via an open offer",Unichem Laboratories Limited,EQ
501,2023-08-18,Hemisphere Properties engages Jones Lang LaSalle as transaction advisor for the Pune land parcel,Hemisphere Properties India Limited,EQ
503,2023-08-18,Route Mobile signs exclusive partnership with Vodafone Idea to provide A2P SMS Monetisation Solutions,Vodafone Idea Limited,EQ
504,2023-08-18,#AdaniEnterprises Share Price: Market capitalisation back above Rs 3 lakh crore for the first time in three months,Share India Securities Limited,EQ
505,2023-08-18,"Pfaudler Inc sells 13.56% stake in GMM Pfaudler, ChrysCapital buys 9.90% stake via block deals

Alert: Pfaudler’s shareholding in the company falls below 10%",GMM Pfaudler Limited,EQ
506,2023-08-18,#JustIn | Website of TD Power is currently non-functional due to cyber attack,Power Finance Corporation Limited,EQ
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Adani Power Limited,BE
507,2023-08-18,#JustIN | GQG Funds acquired a 7.73% stake in Adani Power via block deals on Aug 16,Power Finance Corporation Limited,EQ
508,2023-08-18,"Audi has introduced its latest electric SUV, the #audiq8etron in India. 

The Q8 e-tron, which competes with the @BMW iX and the @Jaguar  i-Pace in the luxury electric SUV segment, comes with a price tag of Rs 1.14 crore",The Andhra Sugars Limited,EQ
509,2023-08-18,#JustIn | Indian Hume Pipe bags order worth ₹639.2 crore from Odisha Government,Indian Energy Exchange Limited,EQ
510,2023-08-21,"Ashok Leyland in focus

Company to issue Rs 870 crore corporate guarantee to cover lender facilities of two subsidiaries",Ashok Leyland Limited,EQ
513,2023-08-21,#SoftBank sells stake in #FirstCry to three Indian business family groups in a Rs 435 crore deal - report,Indian Energy Exchange Limited,EQ
514,2023-08-21,"Kalyani Strategic Systems secures order of ₹849 cr to supply armoured vehicle chassis, to be executed over 18 months, says Bharat Forge",Bharat Bijlee Limited,EQ
515,2023-08-21,ABBIndia bags order for automating Reliance Life Sciences' biopharmaceutical facilities,Life Insurance Corporation Of India,EQ
517,2023-08-21,Knowledge Marine & Engineering Works unit gets letter of intent worth ₹342.06 cr from four sand buyers in Bahrain,Marine Electricals (India) Limited,EQ
518,2023-08-21,"L&T Energy Hydrocarbon bags order in the range of ₹1,000-2,500 cr from Saipem & Clough JV for fabrication and supply of process and piperack modules for a 2.3 MMTPA urea plant for Perdaman Chemicals & Fertilisers",Energy Development Company Limited,EQ
520,2023-08-21,Responsive Industries enters into #waterproofing membrane division with Vaitarna Tunnel project win,Responsive Industries Limited,EQ
521,2023-08-21,Shree Pushkar Chemicals Board to consider fund raising via issue of convertible warrants on preferential basis on August 31,Shree Rama Newsprint Limited,EQ
522,2023-08-21,"Larsen & Toubro needs 35,000 labourers but is struggling to hire",Larsen & Toubro Limited,EQ
523,2023-08-21,State-owned Power Finance Corporation has secured a loan of Rs 105 cr from JBIC financing. The funds will be used to finance a 11.5 MW waste-to-energy project of KPC Gas Power Corporation in Karnataka,The Andhra Sugars Limited,EQ
524,2023-08-21,Power Mech Projects to consider fund raising on August 25,Power Finance Corporation Limited,EQ
525,2023-08-21,"#MarketAtClose | PVR Inox closes lower despite huge collections by movies, down 1%

PNB Housing rises 3.5% on recovery of ₹784 cr from a corp non-performing a/c",PNB,Punjab National Bank
526,2023-08-21,"Market builds on to opening gains to close near day’s high

#ensex rises 267 points to 65,216 & #Nifty 83 points to 19,394

Nifty Bank gains 151 points to 44,002 & Midcap Index 311 points to 38,126

IT, metals & select financials lift Nifty while Reliance, M&M drag",M&M,Mahindra & Mahindra Limited
527,2023-08-21,Tata Power Renewable Energy signs Power Purchase Agreement (PPA) for 9 MWp on campus solar plant with Tata Motors Limited for Pantnagar plant in Uttarakhand,Energy Development Company Limited,EQ
529,2023-08-23,"L&T Construction bags orders in the range of ₹2,500-5,000 to establish a 220 kV gas-insulated substation and associated transmission lines in the United Arab Emirates",L&T Finance Holdings Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
530,2023-08-23,"Tata Communications launches global, cloudbased 5G Roaming Lab",Tata Communications Limited,EQ
531,2023-08-23,Shriram Properties & Ask Property Fund invest ₹206 cr in a residential project in Chennai,Chennai Petroleum Corporation Limited,EQ
532,2023-08-23,"#NBCC sells a total area of 1.98 lakh sqft having sale value of ₹821.02 cr in the World Trade Centre, Nauroji Nagar, New Delhi",New Delhi Television Limited,BE
535,2023-08-23,#Vedanta's Anil Agarwal pledges to pay #Zambia creditors before retaking mine,Agarwal Industrial Corporation Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
537,2023-08-28,"Tata Motors in focus
Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the ministry to lower import duty on electric vehicles",Tata Motors Limited,EQ
538,2023-08-28,Manappuram Fin says Kerala HC quashes enforcement case registered against VP Nandakumar,Manappuram Finance Limited,EQ
539,2023-08-28,"A total of 3.2 crore shares of @zomato (0.4% of total equity) worth Rs 288 crore changed hands in 3 large trades at Rs 90.1/share

 The buyers and sellers are not officially known",The Andhra Sugars Limited,EQ
540,2023-08-28,"Man Infra takes a redevelopment project in Mumbai, revenue potential at ₹4,000 cr over 5 years",Man Industries (India) Limited,EQ
541,2023-08-28,Venus Remedies gets marketing approval from Saudi Arabia for its product Enoxaparin in pre-filled syringes,Venus Pipes & Tubes Limited,EQ
542,2023-08-28,Schaeffler India acquires 100% stake in KRSV Innovative Auto for ₹143 crore,Bank of India,EQ
543,2023-08-28,Kalyani Rafael Advanced Systems secures #contract worth ₹287.5 crore,Advanced Enzyme Technologies Limited,EQ
545,2023-08-30,"Shakti Pumps bags order of Rs 358 cr from Haryana Renewable Energy Department (HAREDA) for 7,781 pumps",Energy Development Company Limited,EQ
546,2023-08-30,Titagarh Rail bags order of Rs 350 cr from Gujarat Metro Rail,Gujarat Fluorochemicals Limited,EQ
547,2023-08-30,"NTPC approves Rs 15,530 cr investment for Lara Super Thermal Power Project",NTPC,NTPC Limited
548,2023-08-30,"Sensex & Nifty fail to hold gains as financials see a sharp fall

Nifty bank slips nearly 600 points from highs, ICICI & HDFC top losers

Sensex rises 11 points to 65,087 & nifty 5 points to 19,347",HDFC Bank Limited,EQ
553,2023-09-12,"Oracle Fin PLC reports earnings below estimates, analysts say guidance  is muted",Oracle Financial Services Software Limited,EQ
554,2023-09-12,Uno Minda to acquire remaining 3.8% stake in Uno Minda Europe for €1.3 million,Minda Corporation Limited,EQ
555,2023-09-12,Transformers & Rectifiers board approves fund raise of up to Rs 120 cr via pref issue on a private placement basis,Transformers And Rectifiers (India) Limited,EQ
556,2023-09-12,"Ajmera Realty bags redevelopment project for 4 societies at Yogi Nagar in Borivali, estimates sales of Rs 330 Cr",Ajmera Realty & Infra India Limited,EQ
557,2023-09-12,"Hindalco has signed a technology partnership with Italy-based Metra SpA, to enable the production of large-size aluminium extrusion & fabrication technology for building high-speed aluminium rail coaches in India",Bank of India,EQ
559,2023-09-12,"Bosch diesel engines contribute 45% to total sales as per analysts

Alert: @nitin_gadkari to propose addl 10% GST on diesel vehicles",Bosch Limited,EQ
560,2023-09-12,"Coal India to invest ₹24,750 cr on 61 first mile connectivity (FMC) projects over the next few years, FMC projects will come up in 3 phases with a total capacity of 763.5 mtpa",Bank of India,EQ
561,2023-09-12,Sterling & Wilson signs MoU with #DataVolt to develop data centres,Sterling Tools Limited,EQ
563,2023-09-12,Infosys Bags Order From Europe’s STARK Group For Co’s AI-first Set Of Services,Infosys Limited,EQ
564,2023-09-12,"BSE companies erase market cap of nearly Rs 6 lk cr on Tuesday

Midcap underperformance keeps mkt breadth in favour of declines

NSE advance-decline ratio is at 1:8",BSE,BSE Limited
565,2023-09-12,"Firstsource slips 8% despite company holding investor day

L&T Fin slips 3% as Bain Capital likely to have sold 2.6% stake via block deals

BEL closes with a cut of over 7% as a brokerage downgrades the stock",BEL,Bharat Electronics Limited
566,2023-09-12,"All power stocks (large & midcaps) see a sharp fall, PFC, REC down 8% each

Oil marketing cos are amongst top losers, stocks down 4-5%

BHEL is top midcap loser, down more than 10% after block deals",BHEL,Bharat Heavy Electricals Limited
